PE	17303548	0.3996179327
Unknown	4961090	0.1145742208
Android	3216822	0.07429110825
Web page	3167123	0.07314333141
ZIP	2929351	0.06765209025
PDF	2532008	0.05847562608
Image	1921333	0.04437235193
Text	1571236	0.03628701363
Office	1353870	0.03126704018
Audio+Video	1214497	0.02804828122
Java	1089174	0.02515400092
Other	2040117	0.04711561687
